date,time,record_identifier,intensity_rating,name
19960910,600,L,HU,AL081996
19960910,1200,NA,HU,AL081996
19960910,1800,NA,HU,AL081996
19960911,0,NA,HU,AL081996
19960911,600,NA,HU,AL081996
19960911,1200,NA,HU,AL081996
19960911,1800,NA,HU,AL081996
19960912,0,NA,HU,AL081996
19960912,600,NA,HU,AL081996
19960912,1200,NA,HU,AL081996
19960912,1800,NA,HU,AL081996
19960913,0,NA,HU,AL081996
19960913,600,NA,HU,AL081996
19960913,1200,NA,HU,AL081996
19960913,1800,NA,HU,AL081996
19960914,0,NA,HU,AL081996
19960914,600,NA,HU,AL081996
19960914,1200,NA,HU,AL081996
19960914,1800,NA,HU,AL081996
19960915,0,NA,HU,AL081996
19960915,300,L,HU,AL081996
19960915,600,NA,HU,AL081996
19960915,1200,NA,TS,AL081996
19960915,1800,NA,EX,AL081996
19960916,0,NA,EX,AL081996
19960916,600,NA,EX,AL081996
19960924,1200,NA,TD,AL091996
19960924,1800,NA,TD,AL091996
19960925,0,NA,TD,AL091996
19960925,600,NA,TS,AL091996
19960925,1200,NA,TS,AL091996
19960925,1800,NA,TS,AL091996
19960926,0,NA,TS,AL091996
19960926,600,NA,HU,AL091996
19960926,1200,NA,HU,AL091996
19960926,1800,NA,HU,AL091996
19960927,0,NA,HU,AL091996
19960927,600,NA,HU,AL091996
19960927,1200,NA,HU,AL091996
19960927,1800,NA,HU,AL091996
19960928,0,NA,HU,AL091996
19960928,600,NA,HU,AL091996
19960928,1200,NA,HU,AL091996
19960928,1800,NA,HU,AL091996
19960929,0,NA,HU,AL091996
19960929,600,NA,HU,AL091996
19960929,1200,NA,HU,AL091996
19960929,1800,NA,HU,AL091996
19960930,0,NA,TS,AL091996
19960930,600,NA,TS,AL091996
19960930,1200,NA,TS,AL091996
19960930,1800,NA,TS,AL091996
19961001,0,NA,TS,AL091996
19961001,600,NA,TS,AL091996
19961001,1200,NA,TD,AL091996
19961001,1800,NA,TD,AL091996
19961002,0,NA,EX,AL091996
19961002,600,NA,EX,AL091996
19961002,1200,NA,EX,AL091996
19961004,1800,NA,TD,AL101996
19961005,0,NA,TD,AL101996
19961005,600,NA,TD,AL101996
19961005,1200,NA,TD,AL101996
19961005,1800,NA,TD,AL101996
19961006,0,NA,TD,AL101996
19961006,600,NA,TD,AL101996
19961006,1200,NA,TD,AL101996
19961006,1800,NA,TS,AL101996
19961007,0,NA,TS,AL101996
19961007,600,NA,TS,AL101996
19961007,1200,NA,TS,AL101996
19961007,1800,NA,TS,AL101996
19961008,0,NA,TS,AL101996
19961008,330,L,TS,AL101996
19961008,600,NA,EX,AL101996
19961008,1200,NA,EX,AL101996
19961008,1800,NA,EX,AL101996
19961009,0,NA,EX,AL101996
19961009,600,NA,EX,AL101996
19961009,1200,NA,EX,AL101996
19961009,1800,NA,EX,AL101996
19961010,0,NA,EX,AL101996
19961010,600,NA,EX,AL101996
19961010,1200,NA,EX,AL101996
19961010,1800,NA,EX,AL101996
19961011,0,NA,EX,AL101996
19961011,600,NA,EX,AL101996
19961011,1200,NA,EX,AL101996
19961011,1800,NA,EX,AL101996
19961012,0,NA,EX,AL101996
19961012,600,NA,EX,AL101996
19961012,1200,NA,EX,AL101996
19961012,1800,NA,EX,AL101996
19961013,0,NA,EX,AL101996
19961013,600,NA,EX,AL101996
19961013,1200,NA,EX,AL101996
19961013,1800,NA,EX,AL101996
19961014,0,NA,EX,AL101996
19961014,600,NA,EX,AL101996
19961014,1200,NA,EX,AL101996
19961014,1800,NA,EX,AL101996
19961015,0,NA,EX,AL101996
19961015,600,NA,EX,AL101996
19961015,1200,NA,EX,AL101996
19961015,1800,NA,EX,AL101996
19961016,0,NA,EX,AL101996
19961011,1200,NA,TD,AL111996
19961011,1800,NA,TS,AL111996
19961011,2100,I,TS,AL111996
19961012,0,NA,TS,AL111996
19961012,600,NA,TS,AL111996
19961012,1200,L,TD,AL111996
19961012,1800,NA,TD,AL111996
19961014,1200,NA,TD,AL121996
19961014,1800,NA,TD,AL121996
19961015,0,NA,TD,AL121996
19961015,600,NA,TD,AL121996
19961015,1200,NA,TD,AL121996
19961015,1800,NA,TD,AL121996
19961016,0,NA,TD,AL121996
19961016,600,NA,TS,AL121996
19961016,1200,NA,TS,AL121996
19961016,1800,NA,TS,AL121996
19961017,0,NA,TS,AL121996
19961017,600,NA,TS,AL121996
19961017,1200,NA,HU,AL121996
19961017,1800,NA,HU,AL121996
19961018,0,NA,HU,AL121996
19961018,600,NA,HU,AL121996
19961018,930,L,HU,AL121996
19961018,1200,NA,HU,AL121996
19961018,1800,NA,HU,AL121996
19961019,0,NA,HU,AL121996
19961019,600,NA,HU,AL121996
19961019,1200,NA,HU,AL121996
19961019,1800,NA,HU,AL121996
19961020,0,NA,HU,AL121996
19961020,600,NA,HU,AL121996
19961020,1200,NA,HU,AL121996
19961020,1800,NA,HU,AL121996
19961021,0,NA,HU,AL121996
19961021,600,NA,HU,AL121996
19961021,1200,NA,HU,AL121996
19961021,1800,NA,HU,AL121996
19961022,0,NA,HU,AL121996
19961022,600,NA,HU,AL121996
19961022,1200,NA,HU,AL121996
19961022,1800,NA,HU,AL121996
19961023,0,NA,HU,AL121996
19961023,600,NA,HU,AL121996
19961023,1200,NA,HU,AL121996
19961023,1800,NA,HU,AL121996
19961024,0,NA,HU,AL121996
19961024,600,NA,HU,AL121996
19961024,1200,NA,HU,AL121996
19961024,1800,NA,HU,AL121996
19961025,0,NA,HU,AL121996
19961025,600,NA,HU,AL121996
19961025,1200,NA,HU,AL121996
19961025,1800,NA,HU,AL121996
19961026,0,NA,HU,AL121996
19961026,600,NA,HU,AL121996
19961026,1200,NA,HU,AL121996
19961026,1800,NA,TS,AL121996
19961027,0,NA,TS,AL121996
19961027,600,NA,EX,AL121996
19961027,1200,NA,EX,AL121996
19961027,1800,NA,EX,AL121996
19961028,0,NA,EX,AL121996
19961028,600,NA,EX,AL121996
19961028,1200,NA,EX,AL121996
19961028,1800,NA,EX,AL121996
19961029,0,NA,EX,AL121996
19961113,1200,NA,LO,AL131996
19961113,1800,NA,LO,AL131996
19961114,0,NA,LO,AL131996
19961114,600,NA,LO,AL131996
19961114,1200,NA,LO,AL131996
19961114,1800,NA,LO,AL131996
19961115,0,NA,LO,AL131996
19961115,600,NA,LO,AL131996
19961115,1200,NA,LO,AL131996
19961115,1800,NA,LO,AL131996
19961116,0,NA,LO,AL131996
19961116,600,NA,LO,AL131996
19961116,1200,NA,LO,AL131996
19961116,1800,NA,TD,AL131996
19961117,0,NA,TD,AL131996
19961117,600,NA,TD,AL131996
19961117,1200,NA,TD,AL131996
19961117,1800,NA,TD,AL131996
19961118,0,NA,TD,AL131996
19961118,600,NA,TD,AL131996
19961118,1200,NA,TD,AL131996
19961118,1800,NA,TD,AL131996
19961119,0,NA,TD,AL131996
19961119,600,NA,TS,AL131996
19961119,1200,NA,TS,AL131996
19961119,1800,NA,TS,AL131996
19961120,0,NA,TS,AL131996
19961120,600,NA,HU,AL131996
19961120,1200,NA,HU,AL131996
19961120,1800,NA,TS,AL131996
19961121,0,NA,TS,AL131996
19961121,600,NA,TS,AL131996
19961121,1200,NA,TS,AL131996
19961121,1800,NA,TS,AL131996
19961122,0,NA,TS,AL131996
19961122,600,NA,TS,AL131996
19961122,1200,NA,TS,AL131996
19961122,1800,NA,TS,AL131996
19961123,0,NA,TS,AL131996
19961123,600,NA,TS,AL131996
19961123,1200,NA,TS,AL131996
19961123,1800,NA,TD,AL131996
19961124,0,NA,TD,AL131996
19961124,600,NA,TD,AL131996
19961124,1200,NA,TS,AL131996
19961124,1800,NA,TS,AL131996
19961125,0,NA,TS,AL131996
19961125,600,NA,TS,AL131996
19961125,1200,NA,TS,AL131996
19961125,1800,NA,TS,AL131996
19961126,0,NA,TS,AL131996
19961126,600,NA,TS,AL131996
19961126,1200,NA,TD,AL131996
19961126,1800,NA,TD,AL131996
19970531,1800,NA,LO,AL011997
19970601,0,NA,LO,AL011997
19970601,600,NA,SD,AL011997
19970601,1200,NA,SS,AL011997
19970601,1800,NA,SS,AL011997
19970602,0,NA,SS,AL011997
19970602,600,NA,SS,AL011997
19970602,1200,NA,SS,AL011997
19970602,1800,NA,EX,AL011997
19970630,1200,NA,TD,AL021997
19970630,1800,NA,TD,AL021997
19970701,0,NA,TD,AL021997
19970701,600,NA,TS,AL021997
19970701,1200,NA,TS,AL021997
19970701,1800,NA,TS,AL021997
19970702,0,NA,TS,AL021997
19970702,600,NA,TS,AL021997
19970702,1200,NA,TS,AL021997
19970702,1800,NA,TS,AL021997
19970703,0,NA,TS,AL021997
19970703,600,NA,TS,AL021997
19970703,1200,NA,TS,AL021997
19970703,1800,NA,TD,AL021997
19970704,0,NA,TD,AL021997
19970704,600,NA,EX,AL021997
19970704,1200,NA,EX,AL021997
19970704,1800,NA,EX,AL021997
19970705,0,NA,EX,AL021997
19970711,600,NA,TD,AL031997
19970711,1200,NA,TS,AL031997
19970711,1800,NA,TS,AL031997
19970712,0,NA,TS,AL031997
19970712,600,NA,TS,AL031997
19970712,1200,NA,HU,AL031997
19970712,1500,I,HU,AL031997
19970712,1800,NA,HU,AL031997
19970713,0,NA,TS,AL031997
19970713,600,NA,TS,AL031997
19970713,0,NA,EX,AL041997
19970713,600,NA,TD,AL041997
19970713,1200,NA,TD,AL041997
19970713,1800,NA,TS,AL041997
19970714,0,NA,TS,AL041997
19970714,600,NA,TS,AL041997
19970714,1200,NA,TS,AL041997
19970714,1800,NA,TS,AL041997
19970715,0,NA,TS,AL041997
19970715,600,NA,TS,AL041997
19970715,1200,NA,TS,AL041997
19970715,1800,NA,TS,AL041997
19970716,0,NA,TD,AL041997
19970716,600,NA,TS,AL041997
19970716,1200,NA,TS,AL041997
19970716,1800,NA,EX,AL041997
19970716,1200,NA,TD,AL051997
19970716,1800,NA,TD,AL051997
19970717,0,NA,TD,AL051997
19970717,600,NA,TD,AL051997
19970717,1200,NA,TS,AL051997
19970717,1800,NA,TS,AL051997
19970718,0,NA,TS,AL051997
19970718,600,NA,HU,AL051997
19970718,900,L,HU,AL051997
19970718,1200,NA,HU,AL051997
19970718,1800,NA,HU,AL051997
19970719,0,NA,HU,AL051997
19970719,600,NA,HU,AL051997
19970719,1e3,L,HU,AL051997
19970719,1200,NA,HU,AL051997
19970719,1800,L,HU,AL051997
19970720,0,NA,TS,AL051997
19970720,600,NA,TS,AL051997
19970720,1200,NA,TS,AL051997
19970720,1800,NA,TD,AL051997
19970721,0,NA,TD,AL051997
19970721,600,NA,TD,AL051997
19970721,1200,NA,TD,AL051997
19970721,1800,NA,TD,AL051997
19970722,0,NA,TD,AL051997
19970722,600,NA,TD,AL051997
19970722,1200,NA,TD,AL051997
19970722,1800,NA,TD,AL051997
19970723,0,NA,TD,AL051997
19970723,600,NA,TD,AL051997
19970723,1200,NA,TD,AL051997
19970723,1800,NA,TD,AL051997
19970724,0,NA,TD,AL051997
19970724,600,NA,TD,AL051997
19970724,1200,NA,TD,AL051997
19970724,1800,NA,TS,AL051997
19970725,0,NA,TS,AL051997
19970725,600,NA,TS,AL051997
19970725,1200,NA,TS,AL051997
19970725,1800,NA,TS,AL051997
19970726,0,NA,TS,AL051997
19970726,600,NA,EX,AL051997
19970726,1200,NA,EX,AL051997
19970726,1800,NA,EX,AL051997
19970727,0,NA,EX,AL051997
19970727,600,NA,EX,AL051997
19970727,1200,NA,EX,AL051997
19970717,600,NA,TD,AL061997
19970717,1200,NA,TD,AL061997
19970717,1800,NA,TD,AL061997
19970718,0,NA,TD,AL061997
19970718,600,NA,TD,AL061997
19970718,1200,NA,TD,AL061997
19970718,1800,NA,TD,AL061997
19970719,0,NA,TD,AL061997
19970903,600,NA,TD,AL071997
19970903,1200,NA,TD,AL071997
19970903,1800,NA,TS,AL071997
19970904,0,NA,TS,AL071997
19970904,600,NA,TS,AL071997
19970904,1200,NA,TS,AL071997
19970904,1800,NA,HU,AL071997
19970905,0,NA,HU,AL071997
19970905,600,NA,HU,AL071997
19970905,1200,NA,HU,AL071997
19970905,1800,NA,HU,AL071997
19970906,0,NA,HU,AL071997
19970906,600,NA,HU,AL071997
19970906,1200,NA,HU,AL071997
19970906,1800,NA,HU,AL071997
19970907,0,NA,HU,AL071997
19970907,600,NA,HU,AL071997
19970907,1200,NA,HU,AL071997
19970907,1800,NA,HU,AL071997
19970908,0,NA,HU,AL071997
19970908,600,NA,HU,AL071997
19970908,1200,NA,HU,AL071997
19970908,1800,NA,HU,AL071997
19970909,0,NA,HU,AL071997
19970909,600,NA,HU,AL071997
19970909,1200,NA,HU,AL071997
19970909,1800,NA,HU,AL071997
19970910,0,NA,HU,AL071997
19970910,600,NA,HU,AL071997
19970910,1200,NA,HU,AL071997
19970910,1800,NA,HU,AL071997
19970911,0,NA,HU,AL071997
19970911,600,NA,HU,AL071997
19970911,1200,NA,HU,AL071997
19970911,1800,NA,HU,AL071997
19970912,0,NA,TS,AL071997
19970912,600,NA,TS,AL071997
19970912,1200,NA,TS,AL071997
19970912,1800,NA,TS,AL071997
19970913,0,NA,TS,AL071997
19970913,600,NA,TS,AL071997
19970913,1200,NA,TS,AL071997
19970913,1800,NA,TS,AL071997
19970914,0,NA,TS,AL071997
19970914,600,NA,TS,AL071997
19970914,1200,NA,TS,AL071997
19970914,1800,NA,TS,AL071997
19970915,0,NA,TS,AL071997
19970915,600,NA,TS,AL071997
19970915,1200,NA,TS,AL071997
19970915,1800,NA,TS,AL071997
19970916,0,NA,EX,AL071997
19970916,600,NA,EX,AL071997
19970916,1200,NA,EX,AL071997
19970916,1800,NA,EX,AL071997
19970917,0,NA,EX,AL071997
19970917,600,NA,EX,AL071997
19970917,1200,NA,EX,AL071997
19970917,1800,NA,EX,AL071997
19970918,0,NA,EX,AL071997
19970918,600,NA,EX,AL071997
19970918,1200,NA,EX,AL071997
19970918,1800,NA,EX,AL071997
19970919,0,NA,EX,AL071997
19970919,600,NA,EX,AL071997
19970919,1200,NA,EX,AL071997
19970919,1800,NA,EX,AL071997
19971004,1800,NA,TD,AL081997
19971005,0,NA,TD,AL081997
19971005,600,NA,TD,AL081997
19971005,1200,NA,TD,AL081997
19971005,1800,NA,TS,AL081997
19971006,0,NA,TS,AL081997
19971006,600,NA,TS,AL081997
19971006,1200,NA,TS,AL081997
19971006,1800,NA,TS,AL081997
19971007,0,NA,TS,AL081997
19971007,600,NA,TS,AL081997
19971007,1200,NA,TS,AL081997
19971007,1800,NA,TS,AL081997
19971008,0,NA,TS,AL081997
19971008,600,NA,TS,AL081997
19971008,1200,NA,EX,AL081997
19971008,1800,NA,EX,AL081997
19971014,1200,NA,TD,AL091997
19971014,1800,NA,EX,AL091997
19971015,0,NA,TS,AL091997
19971015,600,NA,EX,AL091997
19971015,1200,NA,EX,AL091997
19971015,1800,NA,EX,AL091997
19971016,0,NA,TS,AL091997
19971016,600,NA,TS,AL091997
19971016,1200,NA,TS,AL091997
19971016,1800,NA,TS,AL091997
19971017,0,NA,TS,AL091997
19971017,600,NA,TS,AL091997
19971017,1200,NA,TD,AL091997
19980727,1200,NA,TD,AL011998
19980727,1800,NA,TD,AL011998
19980728,0,NA,TD,AL011998
19980728,600,NA,TD,AL011998
19980728,1200,NA,TD,AL011998
19980728,1800,NA,TD,AL011998
19980729,0,NA,TS,AL011998
19980729,600,NA,TS,AL011998
19980729,1200,NA,TS,AL011998
19980729,1800,NA,TS,AL011998
19980730,0,NA,TS,AL011998
19980730,600,NA,TS,AL011998
19980730,1200,NA,TS,AL011998
19980730,1800,NA,TS,AL011998
19980731,0,NA,TS,AL011998
19980731,600,NA,TS,AL011998
19980731,1200,NA,TS,AL011998
19980731,1800,NA,TS,AL011998
19980801,0,NA,TS,AL011998
19980801,600,NA,TS,AL011998
19980801,1200,NA,TS,AL011998
19980801,1800,NA,TS,AL011998
19980802,0,NA,TS,AL011998
19980802,600,NA,TS,AL011998
19980802,1200,NA,TS,AL011998
19980802,1800,NA,TD,AL011998
19980819,1200,NA,TD,AL021998
19980819,1800,NA,TD,AL021998
19980820,0,NA,TD,AL021998
19980820,600,NA,TD,AL021998
19980820,1200,NA,TS,AL021998
19980820,1800,NA,TS,AL021998
19980821,0,NA,TS,AL021998
19980821,600,NA,TS,AL021998
19980821,1200,NA,TS,AL021998
19980821,1800,NA,TS,AL021998
19980822,0,NA,HU,AL021998
19980822,600,NA,HU,AL021998
19980822,1200,NA,HU,AL021998
19980822,1800,NA,HU,AL021998
19980823,0,NA,HU,AL021998
19980823,600,NA,HU,AL021998
19980823,1200,NA,HU,AL021998
19980823,1800,NA,HU,AL021998
19980824,0,NA,HU,AL021998
19980824,600,NA,HU,AL021998
19980824,1200,NA,HU,AL021998
19980824,1800,NA,HU,AL021998
19980825,0,NA,HU,AL021998
19980825,600,NA,HU,AL021998
19980825,1200,NA,HU,AL021998
19980825,1800,NA,HU,AL021998
19980826,0,NA,HU,AL021998
19980826,600,NA,HU,AL021998
19980826,1200,NA,HU,AL021998
19980826,1800,NA,HU,AL021998
19980827,0,NA,HU,AL021998
19980827,400,L,HU,AL021998
19980827,600,NA,HU,AL021998
19980827,1200,NA,HU,AL021998
19980827,1800,NA,TS,AL021998
19980828,0,NA,HU,AL021998
19980828,600,NA,HU,AL021998
19980828,1200,NA,HU,AL021998
19980828,1800,NA,TS,AL021998
19980829,0,NA,TS,AL021998
19980829,600,NA,TS,AL021998
19980829,1200,NA,TS,AL021998
19980829,1800,NA,TS,AL021998
19980830,0,NA,TS,AL021998
19980830,600,NA,TS,AL021998
19980830,1200,NA,TS,AL021998
19980830,1800,NA,EX,AL021998
19980831,0,NA,EX,AL021998
19980831,600,NA,EX,AL021998
19980821,600,NA,TD,AL031998
19980821,1200,NA,TD,AL031998
19980821,1800,NA,TS,AL031998
19980822,0,NA,TS,AL031998
19980822,600,NA,TS,AL031998
19980822,1e3,L,TS,AL031998
19980822,1200,NA,TS,AL031998
19980822,1800,NA,TD,AL031998
19980823,0,NA,TD,AL031998
19980823,600,NA,TD,AL031998
19980823,1200,NA,TD,AL031998
19980823,1800,NA,TD,AL031998
19980824,0,NA,TD,AL031998
19980824,600,NA,TD,AL041998
19980824,1200,NA,TD,AL041998
19980824,1800,NA,TS,AL041998
19980825,0,NA,TS,AL041998
19980825,600,NA,TS,AL041998
19980825,1200,NA,HU,AL041998
19980825,1800,NA,HU,AL041998
19980826,0,NA,HU,AL041998
19980826,600,NA,HU,AL041998
19980826,1200,NA,HU,AL041998
19980826,1800,NA,HU,AL041998
19980827,0,NA,HU,AL041998
19980827,600,NA,HU,AL041998
19980827,1200,NA,HU,AL041998
19980827,1800,NA,HU,AL041998
19980828,0,NA,HU,AL041998
19980828,600,NA,HU,AL041998
19980828,1200,NA,HU,AL041998
19980828,1800,NA,HU,AL041998
19980829,0,NA,HU,AL041998
19980829,600,NA,HU,AL041998
19980829,1200,NA,HU,AL041998
19980829,1800,NA,HU,AL041998
19980830,0,NA,HU,AL041998
19980830,600,NA,HU,AL041998
19980830,1200,NA,HU,AL041998
19980830,1800,NA,HU,AL041998
19980831,0,NA,HU,AL041998
19980831,600,NA,HU,AL041998
19980831,1200,NA,HU,AL041998
19980831,1800,NA,HU,AL041998
19980901,0,NA,HU,AL041998
19980901,600,NA,HU,AL041998
19980901,1200,NA,HU,AL041998
19980901,1800,NA,HU,AL041998
19980902,0,NA,HU,AL041998
19980902,600,NA,HU,AL041998
19980902,1200,NA,HU,AL041998
19980902,1800,NA,HU,AL041998
19980903,0,NA,HU,AL041998
19980903,600,NA,HU,AL041998
19980903,1200,NA,HU,AL041998
19980903,1800,NA,HU,AL041998
19980904,0,NA,EX,AL041998
19980904,600,NA,EX,AL041998
19980904,1200,NA,EX,AL041998
19980904,1800,NA,EX,AL041998
19980905,0,NA,EX,AL041998
19980905,600,NA,EX,AL041998
19980905,1200,NA,EX,AL041998
19980905,1800,NA,EX,AL041998
19980906,0,NA,EX,AL041998
19980906,600,NA,EX,AL041998
19980906,1200,NA,EX,AL041998
19980906,1800,NA,EX,AL041998
19980907,0,NA,EX,AL041998
19980907,600,NA,EX,AL041998
19980907,1200,NA,EX,AL041998
19980907,1800,NA,EX,AL041998
19980908,0,NA,EX,AL041998
19980908,600,NA,EX,AL041998
19980831,1200,NA,TD,AL051998
19980831,1800,NA,TS,AL051998
19980901,0,NA,TS,AL051998
19980901,600,NA,TS,AL051998
19980901,1200,NA,TS,AL051998
19980901,1800,NA,TS,AL051998
19980902,0,NA,TS,AL051998
19980902,600,NA,TS,AL051998
19980902,1200,NA,HU,AL051998
19980902,1800,NA,HU,AL051998
19980903,0,NA,HU,AL051998
19980903,600,L,HU,AL051998
19980903,1200,NA,TS,AL051998
19980903,1800,NA,EX,AL051998
19980904,0,NA,EX,AL051998
19980904,600,NA,EX,AL051998
19980904,1200,NA,EX,AL051998
19980904,1800,NA,EX,AL051998
19980905,0,NA,EX,AL051998
19980905,600,NA,EX,AL051998
19980905,1200,NA,EX,AL051998
19980905,1800,NA,EX,AL051998
19980906,0,NA,EX,AL051998
19980906,600,NA,EX,AL051998
19980906,1200,NA,EX,AL051998
19980906,1800,NA,EX,AL051998
19980907,0,NA,EX,AL051998
19980907,600,NA,EX,AL051998
19980907,1200,NA,EX,AL051998
19980907,1800,NA,EX,AL051998
19980908,0,NA,EX,AL051998
19980908,600,NA,EX,AL051998
19980908,1200,NA,EX,AL051998
19980908,1800,NA,TD,AL061998
19980909,0,NA,TD,AL061998
19980909,600,NA,TD,AL061998
19980909,1200,NA,TD,AL061998
19980909,1800,NA,TS,AL061998
19980910,0,NA,TS,AL061998
19980910,600,NA,TS,AL061998
19980910,1200,NA,TS,AL061998
19980910,1800,NA,TS,AL061998
19980911,0,NA,TS,AL061998
19980911,600,L,TS,AL061998
19980911,1200,NA,TS,AL061998
19980911,1800,NA,TS,AL061998
19980912,0,NA,TD,AL061998
19980912,600,NA,TD,AL061998
19980912,1200,NA,TD,AL061998
19980912,1800,NA,TD,AL061998
19980913,0,NA,TD,AL061998
19980913,600,NA,TD,AL061998
19980913,1200,NA,TD,AL061998
19980913,1800,NA,TD,AL061998
19980915,1200,NA,TD,AL071998
19980915,1800,NA,TD,AL071998
19980916,0,NA,TD,AL071998
19980916,600,NA,TD,AL071998
19980916,1200,NA,TS,AL071998
19980916,1800,NA,TS,AL071998
19980917,0,NA,TS,AL071998
19980917,600,NA,TS,AL071998
19980917,1200,NA,TS,AL071998
19980917,1800,NA,HU,AL071998
19980918,0,NA,HU,AL071998
19980918,600,NA,HU,AL071998
19980918,1200,NA,HU,AL071998
19980918,1800,NA,HU,AL071998
19980919,0,NA,HU,AL071998
19980919,600,NA,HU,AL071998
19980919,1200,NA,HU,AL071998
19980919,1800,NA,HU,AL071998
19980920,0,NA,HU,AL071998
19980920,600,NA,HU,AL071998
19980920,1200,NA,HU,AL071998
19980920,1800,NA,HU,AL071998
19980921,0,NA,HU,AL071998
19980921,430,L,HU,AL071998
19980921,600,NA,HU,AL071998
19980921,800,L,HU,AL071998
19980921,1200,NA,HU,AL071998
19980921,1800,NA,HU,AL071998
19980921,2200,L,HU,AL071998
19980922,0,NA,HU,AL071998
19980922,600,NA,HU,AL071998
19980922,1200,NA,HU,AL071998
19980922,1230,L,HU,AL071998
19980922,1800,NA,HU,AL071998
19980923,0,NA,HU,AL071998
19980923,600,NA,HU,AL071998
19980923,1200,NA,HU,AL071998
19980923,1800,NA,HU,AL071998
19980923,2130,L,HU,AL071998
19980924,0,NA,HU,AL071998
19980924,600,NA,HU,AL071998
19980924,1200,NA,HU,AL071998
19980924,1800,NA,HU,AL071998
19980925,0,NA,HU,AL071998
19980925,600,NA,HU,AL071998
19980925,1200,NA,HU,AL071998
19980925,1530,L,HU,AL071998
19980925,1800,NA,HU,AL071998
19980926,0,NA,HU,AL071998
19980926,600,NA,HU,AL071998
19980926,1200,NA,HU,AL071998
19980926,1800,NA,HU,AL071998
19980927,0,NA,HU,AL071998
19980927,600,NA,HU,AL071998
19980927,1200,NA,HU,AL071998
19980927,1800,NA,HU,AL071998
19980928,0,NA,HU,AL071998
19980928,600,NA,HU,AL071998
19980928,1130,L,HU,AL071998
19980928,1200,NA,HU,AL071998
19980928,1800,NA,HU,AL071998
19980929,0,NA,TS,AL071998
19980929,600,NA,TS,AL071998
19980929,1200,NA,TD,AL071998
19980929,1800,NA,TD,AL071998
19980930,0,NA,TD,AL071998
19980930,600,NA,TD,AL071998
19980930,1200,NA,TD,AL071998
19980930,1800,NA,TD,AL071998
19981001,0,NA,TD,AL071998
19981001,600,NA,TD,AL071998
19980917,1200,NA,TD,AL081998
19980917,1800,NA,TD,AL081998
19980918,0,NA,TD,AL081998
19980918,600,NA,TD,AL081998
19980918,1200,NA,TD,AL081998
19980918,1800,NA,TD,AL081998
19980919,0,NA,TD,AL081998
19980919,600,NA,TD,AL081998
19980919,1200,NA,TS,AL081998
19980919,1800,NA,TS,AL081998
19980920,0,NA,TS,AL081998
19980920,500,L,TS,AL081998
19980920,600,NA,TS,AL081998
19980920,1200,NA,TD,AL081998
19980920,1800,NA,TD,AL081998
19980919,0,NA,TD,AL091998
19980919,600,NA,TD,AL091998
19980919,1200,NA,TD,AL091998
19980919,1800,NA,TD,AL091998
19980920,0,NA,TD,AL091998
19980920,600,NA,TD,AL091998
19980920,1200,NA,TD,AL091998
19980920,1800,NA,TS,AL091998
19980921,0,NA,TS,AL091998
19980921,600,NA,TS,AL091998
19980921,1200,NA,TS,AL091998
19980921,1800,NA,TS,AL091998
19980922,0,NA,TS,AL091998
19980922,600,NA,TS,AL091998
19980922,1200,NA,TS,AL091998
19980922,1800,NA,TS,AL091998
19980923,0,NA,TS,AL091998
19980923,600,NA,TS,AL091998
19980923,1200,NA,TS,AL091998
19980923,1800,NA,HU,AL091998
19980924,0,NA,HU,AL091998
19980924,600,NA,HU,AL091998
19980924,1200,NA,HU,AL091998
19980924,1800,NA,HU,AL091998
19980925,0,NA,HU,AL091998
19980925,600,NA,HU,AL091998
19980925,1200,NA,HU,AL091998
19980925,1800,NA,HU,AL091998
19980926,0,NA,HU,AL091998
19980926,600,NA,HU,AL091998
19980926,1200,NA,HU,AL091998
19980926,1800,NA,HU,AL091998
19980927,0,NA,TS,AL091998
19980927,600,NA,TS,AL091998
19980927,1200,NA,TS,AL091998
19980927,1800,NA,TS,AL091998
19980921,600,NA,TD,AL101998
19980921,1200,NA,TD,AL101998
19980921,1800,NA,TS,AL101998
19980922,0,NA,TS,AL101998
19980922,600,NA,TS,AL101998
19980922,1200,NA,TS,AL101998
19980922,1800,NA,HU,AL101998
19980923,0,NA,HU,AL101998
19980923,600,NA,HU,AL101998
19980923,1200,NA,HU,AL101998
19980923,1800,NA,HU,AL101998
19980924,0,NA,HU,AL101998
19980924,600,NA,HU,AL101998
19980924,1200,NA,HU,AL101998
19980924,1800,NA,HU,AL101998
19980925,0,NA,HU,AL101998
19980925,600,NA,HU,AL101998
19980925,1200,NA,HU,AL101998
19980925,1800,NA,HU,AL101998
19980926,0,NA,HU,AL101998
19980926,600,NA,HU,AL101998
19980926,1200,NA,HU,AL101998
19980926,1800,NA,HU,AL101998
19980927,0,NA,HU,AL101998
19980927,600,NA,HU,AL101998
19980927,1200,NA,HU,AL101998
19980927,1800,NA,HU,AL101998
19980928,0,NA,HU,AL101998
19980928,600,NA,HU,AL101998
19980928,1200,NA,HU,AL101998
19980928,1800,NA,HU,AL101998
19980929,0,NA,HU,AL101998
19980929,600,NA,HU,AL101998
19980929,1200,NA,HU,AL101998
19980929,1800,NA,TS,AL101998
19980930,0,NA,TS,AL101998
19980930,600,NA,TS,AL101998
19980930,1200,NA,TS,AL101998
19980930,1800,NA,TS,AL101998
19981001,0,NA,EX,AL101998
19981001,600,NA,EX,AL101998
